"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","War Thunder","1515","269670","162","1145","6603","261.50495"
"2","Holdfast: Nations At War","1170","122790","104","165","4177","214.205128"
"3","The Evil Within","825","133275","162","703","3466","252.072727"
"4","Visage","315","97545","331","1031","1244","236.95238"
"5","Hearts of Iron IV","255","32760","126","168","668","157.17647"
"6","Post Scriptum","165","63975","363","1750","2488","904.727272"
"7","Starbound","135","11955","88","113","378","168"
"8","Mount & Blade: Warband","105","14190","135","148","357","204"
"9","Sniper Elite 4","90","12075","134","147","172","114.666666"
"10","The Blackout Club","90","11610","129","148","263","175.333333"
