"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: A Link to the Past","1800","166710","92","118","2055","68.5"
"2","Super Mario Maker 2","1005","88485","81","189","1083","64.656716"
"3","HITMAN 2","375","27225","73","121","494","79.04"
"4","Talk Shows & Podcasts","180","6360","34","43","167","55.666666"
"5","Chrono Trigger","180","11475","63","88","277","92.333333"
"6","Just Chatting","150","5685","35","52","193","77.2"
"7","Bloodborne","120","10080","84","96","179","89.5"
"8","Card Games","75","3750","50","54","117","93.6"
"9","The Jackbox Party Pack 5","45","2205","49","57","63","84"
"10","Food & Drink","45","2700","60","72","82","109.333333"
