"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hollow Knight","1125","28755","24","35","446","23.786666"
"2","Just Chatting","420","7185","17","32","510","72.857142"
"3","The Messenger","375","7710","20","29","180","28.8"
"4","Raft","315","6135","19","25","117","22.285714"
"5","Bloodstained: Ritual of the Night","300","4770","16","22","51","10.2"
"6","Alien: Isolation","225","7305","32","42","156","41.6"
"7","Killing Floor 2","180","4515","25","29","54","18"
"8","Left Alone","180","4830","24","34","78","26"
"9","Magic: The Gathering","135","4080","30","36","50","22.222222"
"10","Tattletail","105","2415","23","28","59","33.714285"
"11","Deathgarden: BLOODHARVEST","45","900","20","26","29","38.666666"
"12","Subnautica","30","210","7","9","17","34"
