"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Ultimate","480","5070","9","16","91","11.375"
"2","Counter-Strike","345","2805","6","15","133","23.130434"
"3","Rocket League","225","1395","6","9","25","6.666666"
"4","Chess","195","1935","9","15","51","15.692307"
"5","skribbl.io","120","1275","11","14","16","8"
"6","Club Penguin","105","990","9","15","18","10.285714"
"7","Minecraft","90","630","7","10","6","4"
"8","Club Penguin Rewritten","90","1185","13","16","27","18"
"9","ASMR","90","300","3","7","13","8.666666"
"10","Grand Theft Auto V","75","630","8","9","16","12.8"
"11","Tom Clancy's Rainbow Six Siege","75","900","12","13","11","8.8"
"12","Overwatch","75","570","7","11","10","8"
"13","Call of Duty: Black Ops II","60","450","7","12","9","9"
"14","Just Chatting","30","195","6","7","10","20"
"15","Stick Fight: The Game","15","105","7","7","4","16"
"16","Unlisted on Twitch","15","120","8","8","9","36"
"17","UNO","15","120","8","8","0","0"
