"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","1800","20055","9","21","583","19.433333"
"2","League of Legends","600","4620","7","17","90","9"
"3","Just Chatting","465","3300","5","16","128","16.516129"
"4","Battlefield 1","135","780","5","9","34","15.111111"
"5","Monster Hunter: World","120","705","5","8","39","19.5"
"6","Tabletop RPGs","105","915","8","13","39","22.285714"
"7","Travel & Outdoors","60","225","3","5","68","68"
"8","Overwatch","45","285","6","8","23","30.666666"
"9","Food & Drink","30","135","4","6","0","0"
"10","Counter-Strike Online","15","90","6","6","19","76"
