"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FIFA 19","1230","102690","74","178","3383","165.02439"
"2","Just Chatting","105","6915","67","82","212","121.142857"
"3","Teamfight Tactics","105","2520","24","39","239","136.571428"
"4","She Sees Red","75","1575","21","29","97","77.6"
