"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: A Link to the Past","1110","14325","12","22","276","14.918918"
"2","Banjo-Tooie","750","16095","21","35","262","20.96"
"3","A Hat in Time","750","12945","17","87","324","25.92"
"4","Super Mario Maker 2","540","8985","16","35","168","18.666666"
"5","Baba is You","465","5355","11","18","113","14.580645"
"6","FINAL FANTASY IV","360","8520","23","32","96","16"
"7","The Legend of Zelda: Ocarina of Time","360","6660","18","26","128","21.333333"
"8","Fire Emblem: The Sacred Stones","300","4635","15","21","73","14.6"
"9","Sonic Adventure 2: Battle","285","7800","27","36","93","19.578947"
"10","Wario Land 3","240","5190","21","30","60","15"
"11","Mario Party 3","120","2475","20","25","46","23"
"12","Mario Golf","60","930","14","19","17","17"
"13","Mario Party 2","45","1080","24","29","23","30.666666"
