"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","420","23025","54","70","212","30.285714"
"2","Divinity: Original Sin II","330","11085","33","54","135","24.545454"
"3","Just Chatting","270","16545","62","90","163","36.222222"
"4","Hot Dogs, Horseshoes & Hand Grenades","240","14295","60","73","215","53.75"
"5","Tetris Effect","210","11940","57","68","96","27.428571"
"6","Sonic Adventure 2: Battle","135","7140","52","61","110","48.888888"
"7","Gorn","120","6825","56","72","122","61"
"8","V-Racer Hoverbike","105","5775","55","62","68","38.857142"
"9","Disassembly VR","90","5715","63","73","68","45.333333"
"10","DUSTNET","90","5595","62","77","38","25.333333"
"11","Dota 2","90","1800","20","25","35","23.333333"
"12","Beat Saber","90","5805","64","77","51","34"
"13","Pavlov VR","75","3360","41","61","119","95.2"
"14","Waltz of the Wizard","75","2955","39","55","65","52"
"15","Blade & Sorcery","75","4695","60","72","98","78.4"
"16","Thumper","45","2265","50","57","39","52"
"17","Onward","15","690","46","46","48","192"
