"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","5955","1138320","192","547","64255","647.405541"
"2","Counter-Strike: Global Offensive","720","57525","81","157","8070","672.5"
"3","Rust","105","8955","85","156","697","398.285714"
"4","League of Legends","75","4200","54","61","871","696.8"
"5","Just Chatting","75","6255","83","107","1314","1051.2"
"6","Teamfight Tactics","75","4200","56","66","834","667.2"
"7","PUBG: BATTLEGROUNDS","45","3570","79","93","635","846.666666"
"8","osu!","30","3810","127","160","0","0"
"9","Unlisted on Twitch","15","3675","245","245","323","1292"
