"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1590","39210","15","46","1622","61.207547"
"2","Teamfight Tactics","450","7140","15","29","446","59.466666"
"3","The Jackbox Party Pack 4","285","5040","17","22","128","26.947368"
"4","Dead by Daylight","270","6195","21","37","455","101.111111"
"5","Jackbox Party Packs","240","4380","20","36","152","38"
"6","7 Days to Die","210","3120","14","18","213","60.857142"
"7","Five Nights at Freddy's","120","1545","13","17","77","38.5"
"8","Art","90","1350","15","16","25","16.666666"
"9","The Jackbox Party Pack 5","90","1890","18","23","91","60.666666"
"10","Drawful 2","45","480","10","13","22","29.333333"
"11","Goat Simulator","15","210","14","14","15","60"
"12","Talk Shows & Podcasts","15","375","25","25","23","92"
"13","Makers & Crafting","15","585","39","39","18","72"
