"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Ghost Recon: Wildlands","975","6330","5","18","134","8.246153"
"2","Call of Duty: Black Ops 4","825","4395","4","10","70","5.090909"
"3","Fire Emblem: Three Houses","300","1500","4","8","32","6.4"
"4","Fire Emblem: The Sacred Stones","285","1560","5","11","23","4.842105"
"5","SMITE","240","1740","7","13","18","4.5"
"6","Apex Legends","240","1395","4","10","16","4"
"7","Super Smash Bros. Ultimate","180","1200","6","10","26","8.666666"
"8","Sekiro: Shadows Die Twice","150","900","6","9","14","5.6"
"9","Borderlands 2","135","795","5","8","10","4.444444"
"10","Gears 5","75","450","6","7","7","5.6"
"11","Just Chatting","75","300","3","6","6","4.8"
"12","Grand Theft Auto V","75","630","8","9","3","2.4"
"13","Call of Duty: Modern Warfare 3","60","150","2","6","6","6"
"14","Teppen","60","735","12","18","22","22"
"15","Halo 5: Guardians","45","105","2","3","5","6.666666"
"16","Tom Clancy's The Division 2","45","195","4","5","8","10.666666"
