"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mass Effect 3","2505","13170","4","15","498","11.928143"
"2","World of Warcraft","1410","10530","5","19","493","20.978723"
"3","Fortnite","1110","5190","4","11","194","10.486486"
"4","Mass Effect: Andromeda","525","3390","4","13","123","14.057142"
"5","Borderlands 2","510","2715","4","11","112","13.17647"
"6","Talk Shows & Podcasts","315","1650","4","9","87","16.571428"
"7","PUBG: BATTLEGROUNDS","180","1095","5","12","49","16.333333"
"8","League of Legends","105","720","6","10","27","15.428571"
"9","SMITE","60","390","6","8","25","25"
"10","Tom Clancy's The Division 2","45","105","2","4","4","5.333333"
"11","Guild Wars 2","30","60","2","2","13","26"
