"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Science & Technology","6105","91545","15","39","2478","24.353808"
"2","Earth Defense Force 5","420","3480","7","13","115","16.428571"
