"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Ultimate","2205","16125","6","14","261","7.10204"
"2","SMITE","225","1500","6","11","19","5.066666"
"3","The Elder Scrolls V: Skyrim","165","1380","8","11","14","5.090909"
"4","SCP: Secret Laboratory","165","1800","10","14","17","6.181818"
"5","A Hat in Time","90","300","3","6","10","6.666666"
"6","Dragon Ball FighterZ","45","105","2","4","6","8"
"7","Minecraft","15","45","3","3","6","24"
