"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","6105","131445","14","871","3030","29.778869"
"2","Dying Light","885","9720","10","17","234","15.864406"
"3","Stardew Valley","345","3375","9","15","92","16"
"4","Alien: Isolation","270","1695","6","12","70","15.555555"
"5","Friday the 13th: The Game","210","1995","10","15","62","17.714285"
"6","Deceit","165","5940","36","42","67","24.363636"
"7","Amnesia: The Dark Descent","105","1005","9","13","33","18.857142"
"8","Pummel Party","90","465","5","7","8","5.333333"
"9","Food & Drink","60","510","8","11","52","52"
"10","Just Chatting","15","10815","721","721","702","2808"
"11","StarCraft","15","45","3","3","14","56"
