"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warships","3480","189810","54","233","5078","87.551724"
"2","Company of Heroes","255","4065","15","22","203","47.764705"
"3","Company of Heroes 2","210","3720","14","26","241","68.857142"
"4","War Thunder","105","1185","11","14","104","59.428571"
"5","Granny Simulator","90","6300","70","174","222","148"
"6","Human: Fall Flat","90","960","10","13","56","37.333333"
"7","Battlefield V","60","375","6","8","29","29"
"8","Travel & Outdoors","15","75","5","5","0","0"
