"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Space Engineers","960","5910","5","11","159","9.9375"
"2","Wolfenstein: The New Order","720","5805","6","13","151","12.583333"
"3","MORDHAU","645","6075","9","13","222","20.651162"
"4","Heavy Rain","555","6240","10","18","166","17.945945"
"5","Dishonored","375","3300","8","14","131","20.96"
"6","Night Call","345","4320","12","17","114","19.826086"
"7","FTL: Faster Than Light","330","3075","9","15","114","20.727272"
"8","Minecraft","330","2610","7","12","114","20.727272"
"9","Observation","315","3105","9","12","95","18.095238"
"10","Jazzpunk","225","2040","9","12","57","15.2"
"11","Sunless Skies","210","1965","9","11","73","20.857142"
"12","Surviving Mars","165","960","5","8","32","11.636363"
"13","Starbound","165","1410","8","11","56","20.363636"
"14","Road to Guangdong","90","735","8","11","33","22"
