"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","1155","19875","16","30","1066","55.376623"
"2","Just Chatting","750","13845","17","35","1081","86.48"
