"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Chibi-Robo!","1125","30735","26","59","845","45.066666"
"2","The Legend of Zelda: Skyward Sword","1050","21060","19","37","525","30"
"3","Minecraft","885","24705","27","47","708","48"
"4","Persona 4 Golden","660","15180","24","37","445","40.454545"
"5","Spyro Reignited Trilogy","585","14775","24","38","349","35.794871"
"6","Super Animal Royale","555","12360","21","44","401","43.351351"
"7","Resident Evil 2","525","12360","24","42","369","42.171428"
"8","Super Mario Maker 2","390","8640","19","33","250","38.461538"
"9","Planet Coaster","90","2955","32","36","66","44"
"10","Hitman: Absolution","60","1125","18","27","25","25"
"11","Automachef","60","1605","26","33","68","68"
"12","Splatoon 2","45","1080","24","28","40","53.333333"
"13","Just Chatting","15","375","25","25","0","0"
