"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","VRChat","795","3645","4","10","158","11.924528"
"2","League of Legends","555","2280","3","7","76","8.216216"
"3","Terraria","285","1155","2","7","34","7.157894"
"4","Art","240","1590","6","13","50","12.5"
"5","Tom Clancy's Rainbow Six Siege","195","735","3","6","22","6.76923"
"6","osu!","180","645","3","6","22","7.333333"
"7","Synth Riders","165","765","4","8","44","16"
"8","Divinity: Original Sin II","150","525","2","11","30","12"
"9","Muse Dash","60","315","5","7","10","10"
"10","Just Chatting","30","120","4","7","0","0"
"11","Azur Lane","15","60","4","4","5","20"
