"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1155","11760","9","22","608","31.584415"
"2","League of Legends","930","10710","10","21","394","25.419354"
"3","Minecraft","855","9945","11","18","163","11.438596"
"4","Apex Legends","780","7440","8","13","228","17.538461"
"5","Stardew Valley","525","5220","9","16","161","18.4"
"6","PUBG: BATTLEGROUNDS","480","5085","10","14","168","21"
"7","Teamfight Tactics","465","5400","12","18","152","19.612903"
"8","Dead by Daylight","180","2310","11","18","85","28.333333"
"9","Music","135","2055","15","19","78","34.666666"
"10","Tom Clancy's Rainbow Six Siege","135","1065","7","11","71","31.555555"
"11","Overwatch","105","840","8","10","33","18.857142"
"12","Left 4 Dead 2","45","495","11","12","44","58.666666"
"13","Resident Evil 2","15","240","16","16","45","180"
