"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","12705","229245","17","40","5321","25.128689"
"2","Science & Technology","12315","214680","17","42","4489","21.870889"
"3","Fortnite","2985","50835","17","48","5433","109.20603"
"4","ARK: Survival Evolved","1890","30690","15","29","648","20.571428"
"5","Travel & Outdoors","1245","24165","18","38","720","34.698795"
"6","Apex Legends","780","14445","18","30","1856","142.76923"
"7","Call of Duty: Black Ops 4","675","11985","17","26","1991","176.977777"
"8","Destiny 2","285","6180","20","50","413","86.947368"
"9","Tom Clancy's Rainbow Six Siege","210","4545","21","37","379","108.285714"
"10","Batman: Arkham Asylum","195","2625","15","18","35","10.76923"
"11","Overwatch","150","2085","13","31","359","143.6"
"12","Teamfight Tactics","120","2355","20","30","115","57.5"
"13","Halo 5: Guardians","105","2205","21","31","101","57.714285"
"14","Counter-Strike: Global Offensive","90","1575","19","24","76","50.666666"
"15","Minecraft","75","1200","16","18","282","225.6"
"16","League of Legends","75","945","12","15","61","48.8"
"17","Weed","75","1290","15","25","70","56"
"18","Cyber Hunter","75","975","13","15","50","40"
"19","PUBG: BATTLEGROUNDS","75","1455","18","26","62","49.6"
"20","Battlefield V","75","1290","17","23","44","35.2"
"21","Marvel: Ultimate Alliance 2","60","1035","18","22","61","61"
"22","Rocket League","60","1095","18","22","33","33"
"23","The Witcher 3: Wild Hunt","45","885","19","25","44","58.666666"
"24","Warframe","45","885","22","30","152","202.666666"
"25","Paper Mario: The Thousand-Year Door","45","1005","23","27","49","65.333333"
"26","World of Warships: Legends","30","585","19","21","10","20"
"27","NBA 2K19","30","510","17","19","11","22"
"28","NBA Live 19","30","540","18","19","14","28"
"29","Two Point Hospital","30","390","13","15","21","42"
"30","Dauntless","30","525","17","23","21","42"
"31","Realm Royale Reforged","30","645","21","22","15","30"
"32","Paladins","30","720","24","32","13","26"
"33","Harry Potter and the Order of the Phoenix","30","450","15","16","28","56"
"34","Grand Theft Auto V","30","720","24","27","2","4"
"35","South Park: The Stick of Truth","30","675","22","23","6","12"
"36","Brawlhalla","30","600","20","25","63","126"
"37","Ori and the Blind Forest","15","375","25","25","19","76"
"38","Gears of War 4","15","345","23","23","8","32"
"39","Gang Beasts","15","330","22","22","14","56"
"40","Call of Duty: Black Ops III","15","240","16","16","6","24"
"41","Captain Toad: Treasure Tracker","15","465","31","31","2","8"
"42","StarCraft II","15","105","7","7","0","0"
"43","2064: Read Only Memories","15","375","25","25","25","100"
"44","Far Cry: Primal","15","135","9","9","0","0"
"45","LEGO Marvel Super Heroes","15","285","19","19","10","40"
"46","Warface","15","345","23","23","20","80"
"47","SMITE","15","270","18","18","7","28"
"48","FINAL FANTASY VII","15","75","5","5","16","64"
"49","DmC: Devil May Cry","15","360","24","24","19","76"
"50","Lost: Via Domus","15","255","17","17","4","16"
"51","World of Warcraft","15","285","19","19","6","24"
"52","Resident Evil 5","15","255","17","17","9","36"
"53","ROBLOX","15","345","23","23","6","24"
"54","Music","15","285","19","19","4","16"
"55","Need For Speed: Payback","15","270","18","18","5","20"
"56","Overcooked!","15","150","10","10","18","72"
"57","Mobile Legends: Bang Bang","15","405","27","27","10","40"
"58","Minion Masters","15","255","17","17","3","12"
"59","Monster Hunter: World","15","240","16","16","10","40"
"60","Detroit: Become Human","15","195","13","13","6","24"
"61","TINY METAL","15","300","20","20","0","0"
"62","RAGE 2","15","300","20","20","17","68"
"63","FIFA 19","15","300","20","20","5","20"
"64","Splatoon 2","15","255","17","17","4","16"
"65","Fire Emblem: Three Houses","15","285","19","19","12","48"
"66","The Awesome Adventures of Captain Spirit","15","195","13","13","3","12"
"67","My Friend Pedro","15","555","37","37","6","24"
"68","The Cycle","15","255","17","17","14","56"
"69","Madden NFL 20","15","330","22","22","16","64"
"70","World War Z","15","240","16","16","11","44"
"71","Castle of Illusion Starring Mickey Mouse","15","345","23","23","14","56"
