"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1785","7905","4","11","233","7.831932"
"2","Call of Duty: Black Ops 4","1545","8835","5","17","178","6.912621"
"3","Far Cry New Dawn","1365","5430","3","11","238","10.461538"
"4","Mortal Kombat 11","360","1815","5","8","54","9"
"5","Killing Floor 2","345","1335","3","8","46","8"
"6","Just Chatting","240","990","3","6","34","8.5"
"7","Def Jam: Fight for NY","195","645","3","8","20","6.153846"
"8","The Lord of the Rings: The Fellowship of the Ring","75","75","1","2","10","8"
"9","Art","75","180","2","4","6","4.8"
"10","Food & Drink","45","330","7","8","0","0"
"11","Fallout 76","45","105","2","3","8","10.666666"
"12","RAGE 2","30","165","5","7","11","22"
"13","The Binding of Isaac","30","45","1","2","2","4"
"14","Diablo III","15","75","5","5","3","12"
"15","Dead Frontier 2","15","30","2","2","0","0"
"16","The Elder Scrolls Online","15","75","5","5","7","28"
