"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Beyond: Two Souls","630","3225","4","10","85","8.095238"
"2","Friday the 13th: The Game","390","990","2","5","33","5.076923"
"3","Arma 3","360","1830","4","9","101","16.833333"
"4","Grand Theft Auto IV","255","1020","4","8","61","14.352941"
"5","Counter-Strike","165","1065","6","9","19","6.90909"
"6","Dead by Daylight","165","495","2","7","25","9.090909"
"7","Deathgarden: BLOODHARVEST","120","660","5","10","30","15"
"8","Moonlighter","90","450","5","7","30","20"
"9","Keep Talking and Nobody Explodes","90","300","3","6","17","11.333333"
"10","This War of Mine","75","300","4","6","22","17.6"
"11","League of Legends","45","225","5","5","11","14.666666"
"12","Just Chatting","30","135","4","6","7","14"
