"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","765","14070","18","36","251","19.686274"
"2","Alien: Isolation","375","7425","17","30","104","16.64"
"3","Sekiro: Shadows Die Twice","255","5040","17","34","126","29.647058"
"4","Dead by Daylight","165","3150","19","28","55","20"
"5","Crash Team Racing Nitro-Fueled","135","2400","17","22","37","16.444444"
"6","Bloodborne","45","1290","28","30","24","32"
