"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fire Emblem: Three Houses","1110","10140","8","18","153","8.27027"
"2","Detroit: Become Human","675","6375","8","23","103","9.155555"
"3","Marvel Ultimate Alliance 3: The Black Order","570","3480","5","11","81","8.526315"
"4","Teamfight Tactics","570","4380","6","17","86","9.052631"
"5","BioShock","405","1860","4","11","47","6.962962"
"6","FINAL FANTASY XIV ONLINE","330","2595","7","14","26","4.727272"
"7","God of War","270","2205","7","11","28","6.222222"
"8","Tom Clancy's The Division 2","210","1560","7","10","33","9.428571"
"9","Oninaki","195","2160","11","16","38","11.692307"
"10","Apex Legends","165","930","5","9","22","8"
"11","Borderlands 2","150","780","5","7","17","6.8"
"12","Monster Hunter: World","135","480","3","7","13","5.777777"
"13","Marvel: Ultimate Alliance","135","840","6","9","15","6.666666"
"14","Closers","105","720","6","10","29","16.571428"
"15","League of Legends","75","180","2","4","20","16"
"16","Middle-earth: Shadow of Mordor","60","525","8","10","4","4"
"17","Marvel's Spider-Man","60","480","8","9","18","18"
"18","New Gundam Breaker","60","345","5","7","11","11"
"19","Overwatch","30","210","7","7","0","0"
"20","BioShock: The Collection","15","15","1","1","14","56"
