"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minion Masters","4560","68490","12","61","1354","17.815789"
"2","Music","1080","3690","3","12","367","20.388888"
"3","SCUM","570","2805","4","8","64","6.736842"
"4","NITE Team 4","375","2610","6","14","51","8.16"
"5","This Is the Police","165","735","4","7","18","6.545454"
"6","Darkest Dungeon","165","2625","10","27","18","6.545454"
"7","Unheard","150","480","2","6","21","8.4"
"8","Dota Underlords","75","525","7","9","26","20.8"
"9","Combat Mission: Beyond Overlord","75","420","5","9","24","19.2"
"10","Endless Legend","60","375","6","8","15","15"
"11","Minion Master","45","75","1","2","3","4"
"12","Just Chatting","45","120","2","3","8","10.666666"
"13","Buzz Aldrin's Space Program Manager","45","150","3","4","4","5.333333"
"14","Contradiction: Spot the Liar!","45","105","2","4","5","6.666666"
"15","Combat Mission: Battle for Normandy","45","105","2","3","7","9.333333"
"16","Oxygen Not Included","45","165","3","4","6","8"
"17","Slay the Spire","30","210","7","8","10","20"
