"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodstained: Ritual of the Night","1680","7305","3","8","119","4.25"
"2","Monster Hunter: World","540","1875","3","6","37","4.111111"
"3","Bleach: Brave Souls","420","2550","5","10","42","6"
"4","Retro","210","870","3","7","20","5.714285"
"5","Dying Light","90","345","3","6","10","6.666666"
"6","Honkai Impact 3rd","90","120","1","2","5","3.333333"
"7","Overwatch","75","195","2","3","4","3.2"
"8","The Binding of Isaac: Repentance","60","225","3","5","10","10"
"9","UNO","60","180","3","4","6","6"
"10","Climbey","45","90","2","2","1","1.333333"
"11","Just Chatting","30","60","2","3","3","6"
"12","Epic Seven","15","150","10","10","8","32"
"13","Super Mario Bros. 3","15","30","2","2","10","40"
