"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Gwent: The Witcher Card Game","1455","10110","6","27","768","31.670103"
"2","The Lord of the Rings: The Battle for Middle-earth II","540","1530","2","8","85","9.444444"
"3","The Lord of the Rings: War in the North","375","825","2","5","83","13.28"
"4","The Lord of the Rings: The Battle for Middle-earth II - The Rise of the Witch-king","285","1095","2","16","50","10.526315"
"5","Teamfight Tactics","270","1005","3","10","214","47.555555"
"6","Counter-Strike: Global Offensive","120","435","3","10","37","18.5"
"7","Just Chatting","90","765","9","15","36","24"
