"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota Underlords","3645","45780","11","31","810","13.333333"
"2","Albion Online","1950","27645","14","29","545","16.76923"
"3","Magic: The Gathering","480","3705","8","17","71","8.875"
"4","Overwatch","390","5100","12","26","105","16.153846"
"5","FAR: Lone Sails","180","1485","8","13","18","6"
"6","TowerFall Ascension","120","555","4","7","14","7"
"7","Golf With Your Friends","120","2010","17","24","29","14.5"
"8","Just Chatting","120","1695","14","20","29","14.5"
"9","State of Decay 2","105","1050","10","13","18","10.285714"
"10","Astroneer","45","1005","22","31","75","100"
"11","Marbles on Stream","30","540","18","22","22","44"
