"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","6570","260535","36","88","16860","153.972602"
"2","Teamfight Tactics","2295","68565","29","44","5416","141.594771"
"3","Counter-Strike: Global Offensive","1290","42180","32","46","1755","81.627906"
"4","Grand Theft Auto V","750","22650","31","45","978","78.24"
"5","ASMR","555","20775","35","58","861","93.081081"
"6","MapleStory 2","435","17235","36","73","679","93.655172"
"7","Unlisted on Twitch","225","6540","29","34","342","91.2"
"8","Makers & Crafting","135","4305","31","36","115","51.111111"
"9","F.E.A.R.","60","1995","33","35","98","98"
"10","F.E.A.R. 3","15","390","26","26","52","208"
"11","ARAYA","15","480","32","32","23","92"
