"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Retro","2880","17280","5","22","392","8.166666"
"2","Monster Hunter: World","2550","10755","3","11","256","6.023529"
"3","League of Legends","840","2835","2","8","132","9.428571"
"4","Dungeon Fighter Online","840","2985","2","7","133","9.5"
"5","Street Fighter V","450","2250","4","11","109","14.533333"
"6","Mega Man Legacy Collection","225","1920","8","12","39","10.4"
"7","Rhythm Heaven","210","1185","5","9","25","7.142857"
"8","Mega Man 11","135","855","6","7","8","3.555555"
"9","Metroid: Zero Mission","105","345","3","5","8","4.571428"
"10","Mega Man X6","75","225","3","7","5","4"
"11","Just Shapes & Beats","60","270","4","6","16","16"
