"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2040","40320","16","45","2225","65.441176"
"2","Just Chatting","840","17220","17","35","2188","156.285714"
"3","Frostpunk","660","10665","16","23","386","35.090909"
"4","LEGO The Lord of the Rings","465","9330","17","42","369","47.612903"
"5","skribbl.io","210","3885","19","25","261","74.571428"
"6","Dead by Daylight","210","3180","15","21","127","36.285714"
"7","PUBG: BATTLEGROUNDS","210","3915","18","37","241","68.857142"
"8","Age of Mythology","180","3600","20","26","187","62.333333"
"9","Beauty & Body Art","90","2085","23","28","90","60"
"10","KurtzPel","60","1260","21","27","51","51"
