"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","5010","56655","10","21","1995","23.892215"
"2","Teamfight Tactics","1950","17280","8","17","469","14.430769"
"3","Portal 2","345","3630","10","15","71","12.347826"
"4","The Witcher 3: Wild Hunt","285","2640","8","14","89","18.736842"
"5","The Elder Scrolls V: Skyrim","195","2550","10","20","26","8"
"6","Deceit","195","2430","12","19","172","52.923076"
"7","Fallout 76","165","1380","8","15","18","6.545454"
"8","Human: Fall Flat","150","2010","13","17","30","12"
"9","Super Smash Bros. Ultimate","150","1380","9","11","32","12.8"
"10","Portal","120","915","8","10","18","9"
"11","Unlisted on Twitch","105","1125","10","14","31","17.714285"
"12","Hellblade: Senua's Sacrifice","90","690","7","9","22","14.666666"
"13","Friday the 13th","75","735","9","11","17","13.6"
"14","Minecraft","75","945","10","24","26","20.8"
"15","Friday the 13th: The Game","60","795","13","15","8","8"
"16","Fortnite","45","480","10","13","57","76"
"17","Tekken 7","45","540","11","14","13","17.333333"
