"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2475","30405","10","68","510","12.363636"
"2","Teamfight Tactics","765","9555","12","26","124","9.72549"
"3","Squad","195","1515","7","10","19","5.846153"
"4","Rising Storm 2: Vietnam","135","1530","11","16","14","6.222222"
"5","theHunter: Call of the Wild","135","1320","9","13","19","8.444444"
"6","Battlefield V","120","1020","8","14","15","7.5"
"7","Fortnite","120","2115","18","28","142","71"
"8","Grand Theft Auto V","105","975","9","11","12","6.857142"
"9","Overwatch","90","1125","12","13","12","8"
"10","Call of Duty: Black Ops 4","90","1155","12","16","30","20"
"11","Golf With Your Friends","75","975","13","16","6","4.8"
"12","Fishing Planet","60","465","7","13","11","11"
"13","Apex Legends","60","1020","17","19","23","23"
"14","PUBG: BATTLEGROUNDS","60","645","10","11","1","1"
"15","Loot Box Simulator","45","285","6","7","4","5.333333"
"16","Spec Ops: The Line","30","240","8","9","2","4"
"17","Counter-Strike: Source","15","195","13","13","3","12"
"18","Call of Duty: Black Ops","15","105","7","7","2","8"
