"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Subnautica","1110","7575","6","13","146","7.891891"
"2","FINAL FANTASY VIII","975","6855","6","15","110","6.76923"
"3","Dark Souls","570","3555","4","12","67","7.052631"
"4","Risk of Rain 2","450","1470","2","7","45","6"
"5","World of Warcraft","315","1545","4","10","42","8"
"6","FINAL FANTASY VII","195","705","3","7","16","4.923076"
"7","Just Chatting","180","840","3","9","21","7"
"8","Marvel's Spider-Man","180","585","2","5","8","2.666666"
"9","Marvel Ultimate Alliance 3: The Black Order","75","360","4","7","5","4"
"10","Unlisted on Twitch","45","285","6","8","2","2.666666"
