"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","surviv.io","1905","16005","7","32","1114","35.086614"
"2","Apex Legends","1515","11595","7","14","312","12.356435"
"3","Teamfight Tactics","1455","6645","3","13","217","8.948453"
"4","Counter-Strike: Global Offensive","1365","7080","4","11","325","14.285714"
"5","Middle-earth: Shadow of War","690","2835","4","8","89","7.73913"
"6","Wolfenstein: Youngblood","390","3315","9","13","112","17.230769"
"7","Overwatch","195","1110","4","10","45","13.846153"
"8","Unlisted on Twitch","120","960","7","13","54","27"
"9","PUBG: BATTLEGROUNDS","105","615","5","7","12","6.857142"
"10","Fallout 76","90","195","2","3","10","6.666666"
"11","Krunker","90","1035","11","14","44","29.333333"
"12","Quake Champions","75","150","2","3","5","4"
"13","Just Chatting","60","435","7","13","44","44"
"14","Dead Rising 4","45","270","6","6","11","14.666666"
"15","Gears 5","30","390","13","15","48","96"
"16","Dead Frontier 2","30","120","4","4","4","8"
