"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battalion 1944","1830","134085","76","148","1722","56.459016"
"2","Fortnite","765","87465","108","187","341","26.745098"
"3","Counter-Strike: Global Offensive","660","46815","79","136","277","25.181818"
"4","Krunker","345","22650","74","143","776","134.956521"
"5","Streets of Rogue","255","27750","109","135","107","25.17647"
"6","Just Chatting","165","5790","34","42","113","41.090909"
"7","Rust","165","17430","105","147","129","46.90909"
"8","PUBG: BATTLEGROUNDS","150","16680","111","137","62","24.8"
"9","Teamfight Tactics","105","3570","33","44","10","5.714285"
"10","Crash Team Racing Nitro-Fueled","90","3105","34","42","24","16"
"11","Apex Legends","75","7395","100","120","68","54.4"
"12","Tom Clancy's Rainbow Six Siege","30","1110","37","43","5","10"
