"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota Underlords","1815","16410","8","15","334","11.041322"
"2","Minion Masters","585","5550","8","16","148","15.179487"
"3","World of Warcraft","495","5250","12","26","170","20.60606"
"4","Teamfight Tactics","495","4095","7","15","102","12.363636"
"5","Just Chatting","165","1185","6","13","82","29.818181"
"6","World of Warships","120","1215","10","11","19","9.5"
"7","Counter-Strike: Global Offensive","105","1185","11","13","23","13.142857"
"8","World of Tanks","75","675","9","12","15","12"
"9","Marbles on Stream","45","705","15","17","10","13.333333"
"10","Super Smash Bros. Ultimate","30","345","11","12","6","12"
"11","Overwatch","15","165","11","11","9","36"
