"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2670","27075","9","21","1302","29.258426"
"2","Tom Clancy's Rainbow Six Siege","1110","10050","8","16","356","19.243243"
"3","Rust","915","7860","7","15","274","17.967213"
"4","Minecraft","855","6075","6","13","202","14.175438"
"5","PUBG: BATTLEGROUNDS","540","5505","10","17","261","29"
"6","League of Legends","165","1530","7","13","26","9.454545"
"7","Puyo Puyo Tetris","150","1515","10","13","36","14.4"
"8","MapleStory","90","795","8","11","21","14"
"9","Teamfight Tactics","75","435","5","7","13","10.4"
"10","Kartrider","60","465","7","9","10","10"
"11","Overwatch","45","360","8","9","10","13.333333"
