"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","9570","423915","42","164","20258","127.009404"
"2","Sleeping Dogs","825","24675","29","58","1632","118.690909"
"3","Dead Cells","540","18210","33","47","1423","158.111111"
"4","Twitch Sings","285","11970","42","60","594","125.052631"
"5","Mario Party 6","165","5265","32","39","301","109.454545"
"6","Left 4 Dead 2","120","3795","30","39","227","113.5"
"7","Unlisted on Twitch","105","3525","33","54","293","167.428571"
"8","Age of Mythology","75","2700","36","42","236","188.8"
"9","Friday the 13th: The Game","45","1410","31","32","71","94.666666"
"10","Backpack Twins","45","1860","41","46","238","317.333333"
"11","Super Lucky's Tale","30","915","30","34","47","94"
"12","Pacify","30","1380","46","50","65","130"
"13","Dead by Daylight","15","465","31","31","0","0"
"14","Outlast","15","555","37","37","63","252"
