"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Monster Hunter: World","3165","21435","5","36","794","15.052132"
"2","Teamfight Tactics","1485","7875","4","10","243","9.818181"
"3","Muse Dash","195","1230","5","10","35","10.76923"
"4","Dota Underlords","135","330","2","4","21","9.333333"
"5","Just Chatting","45","180","4","4","3","4"
