"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 31st July 2019 13:02","https://sullygnome.com/channel/kwarning/stream/35110795200","178","712","4","7","0","0","27","9","Makers &amp; Crafting"
"2","Saturday 20th July 2019 12:55","https://sullygnome.com/channel/kwarning/stream/34975374672","185","2220","12","17","2","0","46","14","Makers &amp; Crafting"
"3","Wednesday 17th July 2019 14:05","https://sullygnome.com/channel/kwarning/stream/34938158080","100","1200","12","16","3","1","24","13","Makers &amp; Crafting"
"4","Saturday 13th July 2019 13:00","https://sullygnome.com/channel/kwarning/stream/34888081088","180","1260","7","13","0","0","24","7","Makers &amp; Crafting"
"5","Thursday 11th July 2019 15:30","https://sullygnome.com/channel/kwarning/stream/34863988048","30","240","8","11","0","0","19","25","Makers &amp; Crafting"
"6","Thursday 11th July 2019 13:00","https://sullygnome.com/channel/kwarning/stream/34862955152","120","1080","9","14","0","0","40","17","Makers &amp; Crafting"
"7","Saturday 6th July 2019 13:01","https://sullygnome.com/channel/kwarning/stream/34800714160","149","1341","9","15","1","0","34","13","Makers &amp; Crafting"
"8","Friday 5th July 2019 13:00","https://sullygnome.com/channel/kwarning/stream/34788093760","165","1155","7","15","0","0","44","14","Makers &amp; Crafting"
