"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Unlisted on Twitch","5325","13920","2","10","200","2.253521"
"2","ARK: Survival Evolved","1755","7275","3","11","88","3.008547"
"3","Apex Legends","1410","2700","1","7","30","1.276595"
"4","Paladins","1065","2355","1","5","54","3.042253"
"5","Minecraft","555","2475","4","8","25","2.702702"
"6","UNO","525","885","1","5","25","2.857142"
"7","Call of Duty: Black Ops 4","435","735","1","4","16","2.206896"
"8","White Noise 2","180","330","1","3","2","0.666666"
"9","Godzilla: The Game","180","735","4","5","4","1.333333"
"10","Dead by Daylight","180","525","2","8","5","1.666666"
"11","Tom Clancy's Rainbow Six Siege","150","315","1","3","12","4.8"
"12","Resident Evil 7: Biohazard","135","285","1","5","13","5.777777"
"13","Star Wars Battlefront II","105","165","1","3","1","0.571428"
"14","Call of Duty: Black Ops III","75","210","2","5","2","1.6"
"15","Alien: Isolation","60","75","1","2","4","4"
"16","Call of Duty: Modern Warfare Remastered","45","0","0","0","3","4"
