"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2760","25755","9","53","420","9.130434"
"2","Apex Legends","2325","15585","6","13","255","6.580645"
"3","Paladins","720","5490","7","13","122","10.166666"
"4","Fallout 76","420","2640","6","12","66","9.428571"
"5","Astroneer","330","2280","6","15","66","12"
"6","Tom Clancy's Rainbow Six Siege","225","1080","4","9","39","10.4"
"7","Borderlands 2","210","1245","5","8","24","6.857142"
"8","Deep Rock Galactic","165","720","4","8","27","9.818181"
"9","Broforce","120","585","4","6","10","5"
"10","Dauntless","120","855","7","9","12","6"
"11","Fortnite","105","795","7","10","30","17.142857"
"12","Super Meat Boy","30","15","0","1","2","4"
