"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Phoenix Wright: Ace Attorney - Justice for All","1635","26025","16","44","490","17.981651"
"2","Splatoon 2","465","6420","13","17","104","13.419354"
"3","Phoenix Wright: Ace Attorney Trilogy HD","375","5115","14","32","119","19.04"
"4","Mega Man X","345","4290","10","17","108","18.782608"
"5","Vampire: The Masquerade - Bloodlines","315","3825","12","21","87","16.571428"
"6","Mario Kart 8","225","2250","9","17","68","18.133333"
"7","Twitch Sings","180","1905","10","15","47","15.666666"
"8","Amnesia: The Dark Descent","180","2700","13","20","54","18"
"9","The Painscreek Killings","165","1935","11","20","65","23.636363"
"10","Monster Hunter Generations Ultimate","150","1470","9","13","31","12.4"
"11","Do Not Feed the Monkeys","135","2520","18","21","47","20.888888"
"12","Just Chatting","105","780","8","13","45","25.714285"
"13","Phoenix Wright: Ace Attorney","75","1125","15","19","41","32.8"
"14","Unlisted on Twitch","45","150","3","5","18","24"
"15","Mario Tennis Aces","45","495","11","14","8","10.666666"
"16","Super Smash Bros. Ultimate","45","555","12","13","42","56"
"17","Steins;Gate","15","180","12","12","5","20"
