"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Friday the 13th: The Game","1230","36240","29","52","1542","75.219512"
"2","Sea of Thieves","1020","25245","25","55","952","56"
"3","Just Chatting","825","26805","22","61","1040","75.636363"
"4","Hunt: Showdown","750","19200","25","39","766","61.28"
"5","Minecraft","405","12390","30","43","434","64.296296"
"6","Praey for the Gods","150","3390","22","32","89","35.6"
"7","Rocket League","135","4320","32","39","100","44.444444"
"8","COLLAPSED","135","2595","19","23","161","71.555555"
"9","Party Hard 2","90","2430","27","34","54","36"
"10","Flinthook","75","1800","24","29","135","108"
"11","Super Daryl Deluxe","60","765","12","15","78","78"
"12","Heroes of Hammerwatch","45","630","14","17","51","68"
"13","Hammerwatch","45","1110","26","32","72","96"
"14","Unlisted on Twitch","15","525","35","35","35","140"
"15","UNLOVED","15","315","21","21","56","224"
"16","Battle Princess Madelyn","15","225","15","15","0","0"
"17","Maldita Castilla","15","315","21","21","37","148"
