"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warcraft","4320","17100","3","11","383","5.319444"
"2","osu!","2010","8940","3","10","338","10.089552"
"3","Ironsight","810","4170","4","13","140","10.37037"
"4","Monster Hunter: World","555","2070","3","7","59","6.378378"
"5","Black Squad","540","2385","4","9","71","7.888888"
"6","KurtzPel","195","945","4","8","38","11.692307"
"7","Just Chatting","150","885","5","9","19","7.6"
"8","S4 League","90","285","3","4","12","8"
"9","Super Smash Bros. Ultimate","75","420","5","7","11","8.8"
"10","Line of Sight","60","210","3","4","1","1"
