"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","RimWorld","1815","1965090","1102","2186","77703","2568.694214"
"2","Crossout","1305","1529565","1154","1455","28581","1314.068965"
"3","The Elder Scrolls V: Skyrim","1215","1596630","1314","1725","57360","2832.592592"
"4","Arma 3","690","946815","1316","1964","15164","1318.608695"
"5","Games + Demos","495","537945","829","1572","25267","3062.666666"
"6","Earth Defense Force 5","360","370995","1165","1313","9882","1647"
"7","Hearts of Iron IV","360","350490","949","1128","17585","2930.833333"
"8","Fishing: Barents Sea","315","395640","1213","1363","12677","2414.666666"
"9","DayZ","270","398490","1398","1633","19067","4237.111111"
"10","Project Zomboid","195","259305","1322","1492","14224","4376.615384"
"11","Totally Reliable Delivery Service","180","195705","1087","1264","8449","2816.333333"
"12","Automachef","165","140895","853","1018","5920","2152.727272"
"13","GeoGuessr","150","141210","941","1214","5123","2049.2"
"14","Gorn","150","154680","1031","1211","6214","2485.6"
"15","Chinese Parents","60","69840","1164","1172","3040","3040"
"16","She Sees Red","45","51945","1154","1176","2515","3353.333333"
"17","Unlisted on Twitch","45","48075","1057","1093","2009","2678.666666"
"18","War Thunder","45","46725","1038","1054","4726","6301.333333"
