"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FIFA 19","1515","18240","12","133","423","16.752475"
"2","Fortnite","120","870","6","17","28","14"
"3","Gears 5","90","345","3","5","8","5.333333"
"4","UFC Undisputed 3","45","135","3","4","6","8"
"5","For Honor","30","90","3","3","11","22"
"6","Call of Duty: Black Ops 4","15","105","7","7","0","0"
"7","Test Drive","15","45","3","3","11","44"
