"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1650","215895","126","274","15212","553.163636"
"2","Just Chatting","1485","385335","237","406","17623","712.040404"
"3","Football Manager 2019","1020","214215","209","321","7999","470.529411"
"4","Counter-Strike: Global Offensive","360","55425","155","220","2070","345"
"5","Grand Theft Auto: San Andreas","300","59055","204","241","2047","409.4"
"6","FIFA 19","270","66705","261","319","2564","569.777777"
"7","Visage","135","26775","185","241","842","374.222222"
"8","Unlisted on Twitch","105","25050","237","290","685","391.428571"
"9","Papers, Please","75","18225","243","257","658","526.4"
"10","She Sees Red","75","19635","261","312","727","581.6"
"11","Jump King","60","19515","325","346","163","163"
"12","Crusader Kings II","60","15690","261","268","294","294"
"13","My Friend Pedro","60","10530","175","224","604","604"
"14","Minecraft","45","11865","263","277","804","1072"
"15","PUBG: BATTLEGROUNDS","30","6300","210","212","978","1956"
"16","Use Your Words","30","3660","122","135","250","500"
