"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","3330","11835","3","8","278","5.009009"
"2","Overwatch","705","2400","2","6","40","3.404255"
"3","Counter-Strike: Global Offensive","675","2385","3","7","45","4"
"4","Sea of Thieves","660","3915","5","10","188","17.090909"
"5","The Forest","525","2550","4","8","54","6.171428"
"6","Hunt: Showdown","405","1860","4","8","81","12"
"7","Apex Legends","345","1185","3","8","18","3.130434"
"8","Fortnite","345","1440","3","7","35","6.086956"
"9","Tom Clancy's The Division 2","240","1200","4","7","49","12.25"
"10","The Elder Scrolls Online","225","1005","4","8","24","6.4"
"11","Teamfight Tactics","165","705","4","7","9","3.272727"
"12","Middle-earth: Shadow of War","150","450","3","5","29","11.6"
"13","7 Days to Die","150","465","3","4","11","4.4"
"14","Rise of the Tomb Raider","135","360","2","4","5","2.222222"
"15","Assassin's Creed Odyssey","120","345","2","4","13","6.5"
"16","Dead Rising 4","75","255","3","6","1","0.8"
"17","PUBG: BATTLEGROUNDS","45","195","4","5","5","6.666666"
"18","Black Desert","45","285","6","8","13","17.333333"
"19","Frostpunk","15","135","9","9","1","4"
