"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","885","15960","14","209","824","55.864406"
"2","Super Mario Maker 2","675","7920","10","27","608","54.044444"
"3","Sea of Thieves","570","8130","14","22","549","57.789473"
"4","Rocket League","555","6585","11","22","371","40.108108"
"5","Wildlife Park 3","495","7305","11","59","405","49.090909"
"6","Paladins","450","6015","12","20","366","48.8"
"7","Tales of Symphonia","420","4215","10","17","385","55"
"8","Kingdom Hearts HD 1.5 + 2.5 ReMIX","375","3810","9","15","171","27.36"
"9","Dauntless","375","3765","9","20","189","30.24"
"10","Portal 2","285","3630","10","24","134","28.210526"
"11","Zwei: The Ilvard Insurrection","285","3480","12","28","209","44"
"12","LevelHead","270","3540","13","19","121","26.888888"
"13","Farm Together","240","3135","12","21","135","33.75"
"14","Planet Coaster","240","3390","14","18","159","39.75"
"15","My Time at Portia","225","1965","8","14","80","21.333333"
"16","Mega Man Legacy Collection","225","3885","17","23","235","62.666666"
"17","Super Smash Bros. Ultimate","195","2025","9","17","96","29.538461"
"18","Stardew Valley","180","1305","7","12","114","38"
"19","Tabletop Simulator","165","2490","13","19","156","56.727272"
"20","Fortnite","150","1200","8","16","103","41.2"
"21","Minecraft","150","2190","14","17","107","42.8"
"22","Magic: The Gathering","135","3735","27","38","170","75.555555"
"23","Gloomhaven","135","1560","11","16","84","37.333333"
"24","American Truck Simulator","120","1650","13","16","95","47.5"
"25","Dota Underlords","120","570","4","6","141","70.5"
"26","Automachef","120","765","6","8","40","20"
"27","Scribblenauts Unlimited","105","495","4","8","41","23.428571"
"28","Fire Emblem: Three Houses","105","1335","12","14","65","37.142857"
"29","FINAL FANTASY VII","105","1545","14","19","92","52.571428"
"30","The Sims 4","105","855","8","11","29","16.571428"
"31","Pokémon Red/Blue","90","1530","17","20","106","70.666666"
"32","Train Valley 2","90","1275","14","17","100","66.666666"
"33","Cook, Serve, Delicious! 2!!","90","645","7","11","28","18.666666"
"34","FINAL FANTASY XIV ONLINE","75","870","11","15","23","18.4"
"35","Secret of Mana","75","1215","16","20","142","113.6"
"36","Cuphead","75","1095","14","16","104","83.2"
"37","Don't Starve Together","60","930","15","18","41","41"
"38","Sonic the Hedgehog 2","60","390","6","10","25","25"
"39","Sonic Mania","60","225","4","6","30","30"
"40","Just Chatting","60","1050","17","28","67","67"
"41","House Flipper","45","555","12","13","66","88"
"42","Overcooked!","45","195","4","7","15","20"
"43","The Talos Principle","45","660","14","17","15","20"
"44","Lethis: Path of Progress","30","285","9","11","17","34"
