"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","GoldenEye 007","1560","11550","6","15","226","8.692307"
"2","Just Chatting","75","390","5","7","4","3.2"
