"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2955","344610","108","219","2766","56.162436"
"2","Teamfight Tactics","1410","153345","96","247","511","21.74468"
"3","Monster Hunter: World","945","141075","149","222","763","48.444444"
"4","osu!","285","58200","204","363","888","186.947368"
"5","Games + Demos","225","32040","142","170","34","9.066666"
"6","Board Games","90","17175","190","212","40","26.666666"
"7","Music","60","4380","73","87","36","36"
"8","Modoo Marble","45","8100","180","195","13","17.333333"
"9","Rust","30","3015","100","101","38","76"
"10","League of Legends","15","1200","80","80","12","48"
