"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","225","1425","6","9","30","8"
"2","Overwatch","225","675","2","4","32","8.533333"
"3","Fortnite","105","540","5","7","3","1.714285"
"4","Unlisted on Twitch","75","330","3","8","4","3.2"
"5","Kingdom Hearts HD 1.5 + 2.5 Remix","45","90","2","3","1","1.333333"
"6","Kingdom Hearts II","30","30","1","1","0","0"
