"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY VII","2955","25478430","8540","16051","249369","5063.329949"
"2","Call of Duty: Black Ops 4","1245","6660330","5270","6600","65018","3133.39759"
"3","Teppen","900","5543505","6749","11796","177935","11862.333333"
"4","Killer Instinct","750","7057245","8794","12069","77109","6168.72"
"5","Marvel Ultimate Alliance 3: The Black Order","720","6007095","8452","10086","58701","4891.75"
"6","Monster Hunter: World","540","3674850","6824","7749","40013","4445.888888"
"7","SAMURAI SHODOWN","360","2631870","7527","8251","26808","4468"
"8","Power Rangers: Battle for the Grid","300","2210730","7369","8354","27355","5471"
"9","Super Mario Maker 2","255","2054865","8058","9093","19043","4480.705882"
"10","Dauntless","225","1433625","6371","7103","21475","5726.666666"
"11","My Friend Pedro","210","1573590","7493","8823","23138","6610.857142"
"12","Super Mario Party","195","1604250","8226","9036","15967","4912.923076"
"13","Mortal Kombat","180","1282530","7536","8802","17585","5861.666666"
"14","Yakuza 0","165","1225920","7429","9140","15745","5725.454545"
"15","Marvel Super Heroes","120","630375","5253","5420","5617","2808.5"
"16","Super Smash Bros. Ultimate","120","920145","7667","8355","9159","4579.5"
"17","Marvel vs. Capcom 2: New Age of Heroes","75","530055","7067","7400","4188","3350.4"
"18","Mortal Kombat X","75","625845","8344","8765","6865","5492"
"19","Just Chatting","75","493410","6578","7904","10524","8419.2"
"20","Fighting EX Layer","45","342315","7607","7740","7522","10029.333333"
"21","The King of Fighters 2002","45","353430","7854","7999","3302","4402.666666"
