"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","1050","9885","8","18","311","17.771428"
"2","Resident Evil 2","585","4260","6","13","155","15.897435"
"3","League of Legends","510","4170","7","15","78","9.17647"
"4","PUBG: BATTLEGROUNDS","330","2910","8","15","82","14.90909"
"5","Teamfight Tactics","90","960","10","14","22","14.666666"
"6","Mortal Kombat","75","960","12","15","22","17.6"
"7","Overwatch","45","210","4","6","35","46.666666"
"8","Dead Cells","30","300","10","10","4","8"
"9","Wolfenstein: The New Order","30","120","4","5","20","40"
"10","Just Chatting","15","210","14","14","7","28"
