"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sea of Thieves","765","2865","3","8","82","6.431372"
"2","Pokémon FireRed/LeafGreen","750","3975","4","10","67","5.36"
"3","Ori and the Blind Forest","555","1605","1","6","24","2.594594"
"4","Bridge Constructor Portal","285","945","3","6","34","7.157894"
"5","Cuphead","180","420","2","3","7","2.333333"
"6","Diablo III","165","735","4","9","25","9.090909"
"7","Minecraft","150","375","2","4","31","12.4"
"8","Rocket League","135","555","4","5","8","3.555555"
"9","Unlisted on Twitch","105","195","1","3","9","5.142857"
"10","Castlevania: Symphony of the Night","90","180","2","3","11","7.333333"
"11","Hollow Knight","45","210","5","6","2","2.666666"
"12","Mega Man Legacy Collection 2","30","30","1","1","1","2"
"13","Moonlighter","30","30","1","1","0","0"
