"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warcraft","1560","55125","30","82","3284","126.307692"
"2","Teamfight Tactics","15","315","21","21","0","0"
