"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","5190","155730","30","124","3561","41.16763"
"2","Metroid Prime","525","12240","24","49","189","21.6"
"3","Borderlands 2","345","62850","182","213","7095","1233.913043"
"4","Borderlands: The Pre-Sequel","255","16935","60","88","2333","548.941176"
"5","Trover Saves the Universe","210","6735","31","77","249","71.142857"
"6","Nantucket","150","15045","100","170","2807","1122.8"
"7","Space Hulk: Deathwing","90","4770","53","79","748","498.666666"
"8","Grim Dawn","90","17340","192","263","3657","2438"
"9","The Last of Us","75","10650","142","161","1964","1571.2"
"10","Monster Slayers","75","10215","136","175","2762","2209.6"
"11","Bloodstained: Ritual of the Night","60","1080","18","21","28","28"
"12","BioShock Infinite","60","2475","41","53","410","410"
"13","Garden Paws","60","9945","165","183","2078","2078"
"14","Gloomhaven","60","7515","125","137","549","549"
"15","Just Chatting","60","6540","109","125","741","741"
"16","Fallout 76","60","9105","151","157","18","18"
"17","Fantasy Blacksmith","45","4260","94","120","1310","1746.666666"
"18","Blazing Chrome","30","585","19","20","0","0"
"19","Monster Jam Steel Titans","30","840","28","32","0","0"
