"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hunt: Showdown","1485","20535","13","26","453","18.30303"
"2","Overwatch","1020","14610","13","27","416","24.470588"
"3","Heavy Rain","555","7440","12","22","398","43.027027"
"4","The Legend of Zelda: Breath of the Wild","435","4575","9","15","218","30.068965"
"5","Gears of War 4","420","6495","14","24","160","22.857142"
"6","Fire Emblem: Three Houses","405","3435","7","15","119","17.629629"
"7","The Cycle","300","4515","14","20","117","23.4"
"8","Super Mario Maker 2","285","5145","17","29","85","17.894736"
"9","Visage","270","3390","12","19","191","42.444444"
"10","Bloodstained: Ritual of the Night","270","3375","11","17","82","18.222222"
"11","Kingdom Two Crowns","180","2070","11","16","36","12"
"12","Gears 5","135","1755","13","16","53","23.555555"
"13","Talk Shows & Podcasts","135","1545","11","15","88","39.111111"
"14","Dragon Quest Builders 2","120","1170","9","16","53","26.5"
"15","Quake Champions","90","1335","14","17","32","21.333333"
"16","Battlefield V","75","780","10","15","17","13.6"
"17","Project Winter","75","390","5","7","12","9.6"
"18","Pathologic","60","915","14","21","28","28"
"19","For Honor","60","750","13","15","12","12"
"20","Escape from Tarkov","45","600","13","16","2","2.666666"
"21","PULSAR: Lost Colony","45","495","11","13","23","30.666666"
"22","Apex Legends","45","465","10","11","8","10.666666"
"23","Mario Kart 8","30","510","17","18","6","12"
"24","Deathgarden: BLOODHARVEST","30","525","17","20","16","32"
