"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","2940","1293480","431","793","50252","1025.55102"
"2","Poker","165","72660","440","776","2679","974.181818"
"3","Blackjack","105","44865","427","486","1722","984"
"4","Fortnite","15","7305","487","487","607","2428"
