"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Ultimate","1095","5430","4","13","297","16.273972"
"2","Counter-Strike","675","4290","5","16","183","16.266666"
"3","Apex Legends","435","3630","6","16","98","13.517241"
"4","The Forest","135","660","4","8","11","4.888888"
"5","ORION: Prelude","120","1065","8","12","61","30.5"
"6","Just Chatting","105","1365","13","17","34","19.428571"
"7","Rust","90","435","4","12","27","18"
"8","Minecraft","90","405","4","6","56","37.333333"
"9","Pacify","45","255","5","6","16","21.333333"
"10","Art","30","135","4","5","6","12"
"11","Tom Clancy's Rainbow Six Siege","30","75","2","3","7","14"
"12","Teamfight Tactics","30","180","6","7","22","44"
